46,4,0,3,0,0,0,0,10,2,499,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
31,9,2,7,0,1,0,0,4,2,84,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,1
20,8,2,7,0,0,0,0,9,0,137,3,999,3,0,-1.1,94.601,-49.5,0.977,4963.6,1
35,7,1,3,2,1,0,0,4,1,31,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
38,1,1,2,2,2,2,1,5,4,430,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
76,5,1,6,0,0,0,0,7,3,126,1,999,1,0,-1.7,94.027,-38.3,0.899,4991.6,1
45,2,0,5,0,1,0,0,6,1,211,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
32,3,1,0,0,1,1,0,4,4,340,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
39,4,2,6,2,0,0,0,4,3,412,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
32,0,1,6,0,0,0,1,10,3,132,1,999,0,1,-0.1,93.2,-42,4.592,5195.8,1
29,0,2,2,0,0,0,0,4,0,79,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,1
44,7,1,5,0,0,0,0,7,0,341,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
32,7,1,3,0,0,1,0,6,4,157,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
56,5,1,6,0,1,0,0,5,2,252,1,999,2,0,-2.9,92.963,-40.8,1.26,5076.2,1
33,1,1,2,0,1,0,0,4,3,263,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
39,4,1,3,0,0,0,0,7,4,215,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
24,9,1,6,0,1,1,0,8,1,89,2,3,1,2,-3.4,92.379,-29.8,0.77,5017.5,0
33,0,2,6,0,1,0,0,4,3,143,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
58,2,0,6,0,0,0,1,5,3,40,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,1
29,0,2,6,0,1,0,1,5,4,10,27,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
31,0,1,6,0,1,0,0,7,3,113,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
27,0,1,6,0,0,0,1,4,2,191,5,999,0,1,1.1,93.994,-36.4,4.857,5191,1
60,0,0,5,0,1,0,0,8,2,481,1,999,1,0,-1.1,94.199,-37.5,0.886,4963.6,0
55,2,1,5,0,1,1,0,9,0,233,1,999,2,0,-3.4,92.431,-26.9,0.739,5017.5,1
37,1,1,2,0,1,0,0,4,2,204,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
52,0,1,7,0,1,0,1,3,2,403,1,6,1,2,-1.8,93.749,-34.6,0.654,5008.7,0
46,7,1,3,0,1,0,0,3,0,180,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
42,1,0,1,0,1,0,0,4,2,16,2,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
35,0,2,6,0,1,0,0,6,0,447,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
49,9,0,7,0,1,1,0,9,3,81,1,999,0,1,-3.4,92.431,-26.9,0.754,5017.5,1
29,7,0,3,0,0,1,1,5,0,361,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
32,1,1,2,0,0,0,0,10,0,1091,2,5,1,2,-0.1,93.2,-42,4.191,5195.8,0
37,6,1,6,0,0,0,0,4,4,395,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,1
39,9,2,5,2,0,0,1,5,0,432,4,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
51,7,1,3,2,1,0,1,6,0,596,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
28,0,2,3,0,1,0,0,4,1,59,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
34,4,1,6,0,1,0,0,4,2,77,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
31,9,2,3,0,1,1,0,7,1,768,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
31,0,1,6,0,1,0,0,7,3,96,5,999,0,1,1.4,93.444,-36.1,4.962,5228.1,1
31,0,2,6,0,1,0,1,5,2,357,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
38,6,2,6,0,0,0,1,4,3,459,2,999,0,1,1.1,93.994,-36.4,4.855,5191,1
33,10,1,2,0,0,0,1,5,4,11,6,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
32,9,2,6,0,0,0,0,7,1,264,12,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
54,9,1,5,2,1,0,0,3,0,698,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
41,0,0,3,0,1,0,1,5,1,204,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
59,7,1,0,2,0,0,0,7,3,93,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
57,5,1,6,0,1,0,0,3,3,374,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
38,2,0,6,0,1,0,0,10,3,252,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
46,0,1,6,0,1,0,1,4,1,158,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
37,10,2,6,0,1,1,0,10,1,95,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,1
47,7,2,2,0,2,2,1,5,3,835,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
45,0,2,6,0,0,0,0,7,3,505,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
36,1,1,1,0,1,0,1,6,2,16,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
40,10,2,3,0,1,0,0,6,0,300,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
38,1,1,2,0,0,0,0,10,1,180,2,999,1,0,-0.1,93.2,-42,4.153,5195.8,1
44,1,1,3,2,0,0,1,5,1,390,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
25,6,1,6,0,1,0,1,4,4,274,2,999,0,1,1.1,93.994,-36.4,4.857,5191,1
30,1,2,1,0,1,0,1,6,1,135,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
43,4,1,5,0,0,0,0,10,1,257,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,1
58,5,1,1,2,0,0,1,4,0,268,3,999,0,1,1.1,93.994,-36.4,4.857,5191,1
31,9,1,5,0,1,0,1,4,2,157,6,999,0,1,1.1,93.994,-36.4,4.856,5191,1
53,4,1,6,0,0,0,0,6,1,477,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
52,0,1,7,0,0,0,0,7,1,91,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
37,4,1,6,2,0,1,0,3,4,76,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
58,0,1,3,2,1,0,0,6,1,103,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
37,7,1,3,0,1,1,0,4,3,436,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
38,0,2,7,0,1,0,0,4,4,191,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
33,7,2,2,0,1,0,0,3,3,483,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
45,7,1,3,2,1,0,0,4,4,250,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
44,2,1,5,0,0,0,1,4,0,259,1,999,0,1,1.1,93.994,-36.4,4.858,5191,1
38,1,1,1,0,1,0,1,6,3,389,2,999,0,1,1.4,93.918,-42.7,4.966,5228.1,1
34,1,1,2,0,0,0,1,5,1,7,1,999,0,1,-1.7,94.055,-39.8,0.702,4991.6,1
47,4,1,6,0,1,0,0,6,2,123,1,999,0,1,-2.9,92.469,-33.6,1.029,5076.2,1
59,0,1,6,0,1,1,0,6,2,92,1,999,0,1,-2.9,92.469,-33.6,1.085,5076.2,1
51,1,1,0,2,1,1,0,7,3,297,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
31,1,1,1,0,1,0,1,5,2,406,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
56,4,1,6,0,1,1,0,10,2,104,1,999,1,0,-0.1,93.2,-42,4.12,5195.8,1
39,0,1,6,0,0,0,1,5,0,135,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
41,2,1,6,0,1,0,0,10,1,854,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,0
41,4,0,1,0,1,0,0,10,3,147,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
53,7,1,3,2,0,0,1,4,3,203,4,999,0,1,1.1,93.994,-36.4,4.86,5191,1
35,1,1,3,0,0,1,0,6,0,149,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
58,5,1,2,0,0,1,0,4,2,144,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
25,6,1,5,0,1,0,1,5,2,394,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
35,1,0,2,0,1,0,0,4,1,523,1,999,1,0,-1.8,92.893,-46.2,1.344,5099.1,1
28,7,2,3,0,0,0,0,6,2,73,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
55,1,1,5,0,1,1,0,4,4,197,3,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,1
54,2,1,0,2,0,1,1,4,3,108,1,999,0,1,1.1,93.994,-36.4,4.855,5191,1
45,9,0,2,2,0,0,0,6,2,80,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,1,1,2,0,1,0,0,3,3,114,1,999,1,0,-1.8,93.075,-47.1,1.41,5099.1,1
50,0,1,2,2,1,0,0,7,3,122,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
75,5,1,0,0,0,0,0,3,1,109,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,6,0,7,0,0,0,1,4,2,1161,4,999,0,1,1.1,93.994,-36.4,4.858,5191,1
29,4,1,6,0,0,1,0,7,2,181,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
45,4,1,6,0,1,0,0,4,3,239,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
38,0,0,6,0,0,0,0,3,0,360,1,999,0,1,-1.8,93.075,-47.1,1.392,5099.1,0
24,7,2,5,0,1,0,1,4,0,314,1,999,0,1,1.1,93.994,-36.4,4.858,5191,1
41,9,1,5,0,1,0,0,7,0,984,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
58,5,0,3,0,1,0,0,5,1,663,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,0
34,0,1,6,0,0,1,1,4,2,157,2,999,0,1,1.1,93.994,-36.4,4.857,5191,1
34,0,1,6,0,0,0,0,10,0,141,2,999,0,1,-1.1,94.767,-50.8,1.05,4963.6,1
37,9,0,5,0,0,0,1,4,2,374,1,999,0,1,1.1,93.994,-36.4,4.856,5191,1
53,1,0,0,0,0,0,1,5,2,706,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
54,9,0,5,0,1,1,0,6,1,797,14,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
32,9,0,5,0,1,0,0,10,1,250,1,999,0,1,-0.1,93.2,-42,4.153,5195.8,1
42,0,1,3,0,1,0,0,6,4,311,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
28,9,2,5,0,1,0,0,7,3,63,2,3,1,2,-2.9,92.201,-31.4,0.851,5076.2,0
33,7,2,3,0,1,0,1,4,4,111,1,999,0,1,1.1,93.994,-36.4,4.864,5191,1
41,1,1,2,0,1,0,0,3,0,148,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
31,7,1,3,0,0,1,0,10,3,49,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
40,9,1,2,2,0,1,1,4,3,171,4,999,0,1,1.1,93.994,-36.4,4.86,5191,1
53,11,1,2,0,0,1,0,10,2,242,1,999,1,0,-3.4,92.649,-30.1,0.716,5017.5,1
40,0,0,6,0,1,0,0,7,0,257,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
82,3,1,0,0,0,0,1,8,1,279,3,3,2,2,-1.1,94.199,-37.5,0.877,4963.6,0
28,1,1,0,0,1,0,0,6,0,113,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
30,0,1,3,2,1,0,0,10,2,246,3,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
31,10,2,6,0,1,0,0,6,1,309,1,6,3,2,-1.7,94.215,-40.3,0.835,4991.6,0
32,9,2,6,0,1,0,0,7,2,168,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
54,1,1,0,0,1,0,0,7,1,153,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
31,1,1,2,0,0,0,0,6,2,152,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
50,7,1,7,0,1,0,0,7,3,90,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
47,9,2,7,0,0,0,0,6,1,117,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
31,0,2,3,0,1,1,0,4,2,149,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
32,10,1,3,0,1,0,0,10,3,640,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
46,0,2,3,0,1,0,0,10,0,199,2,999,2,0,-1.1,94.767,-50.8,1.048,4963.6,1
47,0,2,3,0,0,0,0,4,0,1114,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,1
32,0,2,3,0,0,0,0,10,0,74,2,999,2,0,-1.1,94.767,-50.8,1.048,4963.6,1
52,7,0,3,2,0,0,0,10,0,190,1,999,0,1,-0.1,93.2,-42,4.191,5195.8,1
45,0,1,3,0,1,0,0,9,4,738,3,6,1,2,-1.1,94.601,-49.5,1.029,4963.6,0
32,0,1,6,0,1,0,0,4,4,374,2,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
71,1,0,0,2,0,0,0,7,3,224,1,999,0,1,-1.7,94.027,-38.3,0.904,4991.6,1
49,7,1,3,0,1,0,1,4,4,344,2,999,0,1,1.1,93.994,-36.4,4.855,5191,1
46,0,1,3,0,1,1,1,5,2,148,10,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
46,1,1,5,0,0,0,0,10,4,383,1,999,0,1,-1.1,94.767,-50.8,1.028,4963.6,1
38,0,1,6,0,1,0,0,7,1,35,6,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
57,7,1,5,2,0,0,0,7,0,153,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
41,7,2,3,2,2,2,0,4,0,772,2,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,1
44,9,1,5,0,0,0,1,4,4,124,3,999,0,1,1.1,93.994,-36.4,4.864,5191,1
47,9,1,6,0,1,0,0,7,2,345,7,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
40,1,1,2,0,1,1,1,4,2,951,2,999,0,1,1.1,93.994,-36.4,4.858,5191,1
57,5,2,5,0,1,0,1,4,0,188,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
27,0,2,7,0,0,0,0,2,1,128,1,3,1,2,-1.8,93.369,-34.8,0.637,5008.7,0
52,1,1,2,0,0,0,0,7,4,809,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
34,4,1,6,0,1,1,1,5,2,192,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
42,2,1,6,0,1,0,1,4,1,154,1,999,0,1,1.1,93.994,-36.4,4.857,5191,1
51,9,1,7,0,1,0,1,5,4,17,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
45,4,1,0,2,1,0,1,4,4,100,1,999,0,1,1.1,93.994,-36.4,4.855,5191,1
56,5,1,3,0,0,0,0,4,0,317,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
41,4,1,6,0,1,0,0,4,3,93,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
44,0,1,3,0,1,0,0,7,4,111,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
50,1,1,1,0,1,0,0,4,0,293,3,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,0
54,6,1,3,0,0,0,0,7,1,119,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
51,1,1,1,0,0,0,0,7,4,393,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
30,1,2,2,0,0,0,0,10,2,30,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
42,3,1,0,2,1,0,1,5,4,38,8,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
41,9,1,5,2,1,0,1,5,0,442,11,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
47,7,2,2,0,0,0,0,10,1,187,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,1
35,1,1,1,0,1,0,0,3,4,113,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
58,1,1,2,0,0,0,0,10,1,64,1,999,1,0,-0.1,93.2,-42,4.153,5195.8,1
50,1,0,3,0,1,1,0,6,0,629,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
41,9,1,5,0,0,0,1,4,1,92,1,999,0,1,1.1,93.994,-36.4,4.856,5191,1
38,9,1,6,0,1,0,0,4,2,147,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
32,8,2,6,0,0,0,0,10,3,151,2,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
21,8,2,3,0,0,0,0,7,1,259,1,999,1,0,-2.9,92.201,-31.4,0.884,5076.2,1
46,0,0,2,2,0,0,1,4,2,423,1,999,0,1,1.1,93.994,-36.4,4.856,5191,1
42,6,1,6,0,1,0,0,10,4,888,3,999,0,1,-0.1,93.2,-42,4.021,5195.8,1
55,7,1,2,0,0,0,0,7,2,76,13,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
29,0,2,3,0,1,0,1,10,0,207,1,6,1,2,-1.1,94.767,-50.8,1.05,4963.6,1
30,1,2,1,2,1,0,1,5,2,100,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
53,4,1,0,0,1,0,0,10,2,63,1,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
35,4,1,6,0,1,0,0,10,2,265,2,999,0,1,-0.1,93.2,-42,4.12,5195.8,1
46,7,1,5,0,1,0,1,4,1,273,4,999,0,1,1.1,93.994,-36.4,4.856,5191,1
30,1,1,7,0,0,0,1,4,2,85,2,999,0,1,1.1,93.994,-36.4,4.857,5191,1
43,2,1,6,2,1,0,0,6,1,261,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
42,7,1,3,2,1,0,0,6,0,136,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
32,9,1,5,0,0,0,0,6,1,711,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
41,1,0,2,0,1,0,0,4,4,88,1,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,1
28,0,1,6,0,0,0,0,4,1,72,3,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,1
24,7,2,6,0,0,0,0,6,3,113,6,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
43,4,1,6,2,1,1,0,3,4,307,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
30,0,2,6,0,1,0,0,7,0,39,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
55,1,1,2,2,0,0,0,10,1,63,2,999,0,1,-0.1,93.2,-42,4.153,5195.8,1
51,5,1,2,2,0,0,0,6,4,64,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,1
22,8,2,3,0,0,1,0,6,4,154,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
32,2,2,6,0,0,1,0,10,3,126,1,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
43,0,1,5,2,0,0,0,6,3,127,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
39,4,1,1,2,0,0,1,5,0,156,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
52,1,0,7,0,0,0,0,6,1,111,8,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
38,9,2,5,0,1,0,0,4,0,202,3,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,1
59,5,1,0,0,0,0,1,3,1,353,4,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,1
31,1,1,0,0,1,0,1,4,2,159,2,999,0,1,1.1,93.994,-36.4,4.857,5191,1
76,5,2,0,0,0,0,0,10,0,347,4,6,1,2,-3.4,92.649,-30.1,0.715,5017.5,0
44,11,2,2,2,1,0,1,5,0,76,3,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
30,1,1,7,0,0,0,1,4,4,85,2,999,0,1,1.1,93.994,-36.4,4.864,5191,1
32,7,1,3,2,0,0,1,5,4,174,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
41,10,1,7,0,0,0,1,5,4,280,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
33,0,2,6,0,1,0,0,7,3,686,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
59,5,1,0,0,1,0,0,7,4,94,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
28,1,1,2,0,1,0,0,6,0,225,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
33,1,2,1,0,1,0,0,4,4,474,2,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
53,7,1,3,2,1,0,0,7,3,76,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
41,7,1,3,0,0,0,0,2,2,377,6,999,0,1,-1.8,92.843,-50,1.778,5099.1,0
55,11,1,0,0,0,1,0,6,3,185,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
45,1,1,2,2,0,0,1,4,1,121,1,999,0,1,1.1,93.994,-36.4,4.856,5191,1
35,9,1,5,0,0,0,0,6,3,126,4,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
31,7,1,3,2,0,0,0,6,0,160,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
53,4,1,6,0,0,0,0,7,0,313,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
35,9,2,5,0,1,0,0,4,3,141,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
45,1,0,1,2,1,0,0,4,3,219,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
34,3,2,6,0,0,0,1,5,3,267,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
42,0,1,2,0,0,0,1,3,0,406,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
36,6,1,2,0,1,1,0,10,3,151,3,999,0,1,-0.1,93.2,-42,4.076,5195.8,1
44,0,1,3,0,0,0,1,4,2,228,3,999,0,1,1.1,93.994,-36.4,4.856,5191,1
50,0,0,6,0,1,0,0,7,1,73,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
36,0,1,6,0,1,0,0,8,4,355,1,999,0,1,-3.4,92.379,-29.8,0.773,5017.5,1
27,9,1,5,0,0,0,0,6,3,102,9,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
40,4,1,7,0,0,0,1,4,4,97,3,999,0,1,1.1,93.994,-36.4,4.859,5191,1
25,9,2,6,0,1,1,1,5,0,35,6,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
29,4,1,6,0,1,1,0,7,1,116,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
44,0,1,3,0,0,0,1,4,2,83,3,999,0,1,1.1,93.994,-36.4,4.856,5191,1
57,1,1,7,2,1,0,1,4,1,473,2,999,0,1,1.1,93.994,-36.4,4.856,5191,1
30,0,2,3,0,1,0,0,6,2,605,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
